Timestamp,Truck ID,Latitude,Longitude,Speed (km/h),Unscheduled Stop Detected,Alert Message,Resolved,Radiation Level (µSv/h),Latitude & Longitude
6/24/2025 14:20:00,TRUCK-01,43.7853,-79.453,55,FALSE,,FALSE,0.3,"43.7853, -79.4530"
6/24/2025 14:25:00,TRUCK-02,43.835,-79.5155,60,FALSE,,FALSE,0.23,"43.8350, -79.5155"
6/24/2025 14:30:00,TRUCK-01,43.7901,-79.4555,0,FALSE,,FALSE,0.35,"43.7901, -79.4555"
6/24/2025 14:35:00,TRUCK-02,43.8401,-79.519,65,FALSE,,FALSE,0.24,"43.8401, -79.5190"
6/24/2025 14:40:00,TRUCK-01,43.795,-79.458,40,FALSE,,FALSE,0.31,"43.7950, -79.4580"
6/24/2025 14:45:00,TRUCK-02,43.845,-79.5225,50,FALSE,,FALSE,0.43,"43.8450, -79.5225"
6/24/2025 14:50:00,TRUCK-01,43.8001,-79.4605,50,FALSE,,FALSE,0.28,"43.8001, -79.4605"
6/24/2025 14:50:00,TRUCK-01,43.8001,-79.4605,50,FALSE,,FALSE,0.28,"43.8001, -79.4605"
6/24/2025 14:55:00,TRUCK-02,43.8501,-79.526,55,FALSE,,FALSE,0.26,"43.8501, -79.5260"
6/24/2025 15:00:00,TRUCK-01,43.8052,-79.463,0,TRUE,Emergency brake & stop,TRUE,0.34,"43.8052, -79.4630"
6/24/2025 15:05:00,TRUCK-02,43.855,-79.5295,65,FALSE,,FALSE,0.22,"43.8550, -79.5295"
6/24/2025 15:10:00,TRUCK-01,43.81,-79.4655,30,FALSE,,FALSE,0.3,"43.8100, -79.4655"
6/24/2025 15:15:00,TRUCK-02,43.8601,-79.533,30,FALSE,,FALSE,0.44,"43.8601, -79.5330"
6/24/2025 15:20:00,TRUCK-01,43.8153,-79.468,55,FALSE,,FALSE,0.31,"43.8153, -79.4680"
6/24/2025 15:25:00,TRUCK-02,43.865,-79.5365,60,FALSE,,FALSE,0.24,"43.8650, -79.5365"
6/24/2025 15:30:00,TRUCK-01,43.8201,-79.4705,60,FALSE,,FALSE,0.58,"43.8201, -79.4705"
6/24/2025 15:35:00,TRUCK-02,43.8701,-79.54,65,FALSE,,FALSE,0.25,"43.8701, -79.5400"
6/24/2025 15:40:00,TRUCK-01,43.825,-79.473,40,FALSE,,FALSE,0.32,"43.8250, -79.4730"
6/24/2025 15:45:00,TRUCK-02,43.875,-79.5435,0,TRUE,Unscheduled stop detected,TRUE,0.45,"43.8750, -79.5435"
6/24/2025 15:50:00,TRUCK-01,43.8301,-79.4755,50,FALSE,,FALSE,0.29,"43.8301, -79.4755"
6/24/2025 15:55:00,TRUCK-02,43.8801,-79.547,55,FALSE,,FALSE,0.27,"43.8801, -79.5470"
6/24/2025 16:00:00,TRUCK-01,43.8352,-79.478,50,FALSE,,FALSE,0.37,"43.8352, -79.4780"
6/24/2025 16:05:00,TRUCK-02,43.885,-79.5505,65,FALSE,,FALSE,0.23,"43.8850, -79.5505"
6/24/2025 16:10:00,TRUCK-01,43.84,-79.4805,30,FALSE,,FALSE,0.3,"43.8400, -79.4805"
6/24/2025 16:15:00,TRUCK-02,43.8901,-79.554,30,FALSE,,FALSE,0.46,"43.8901, -79.5540"
6/24/2025 16:20:00,TRUCK-01,43.8453,-79.483,55,FALSE,,FALSE,0.32,"43.8453, -79.4830"
6/24/2025 16:30:00,TRUCK-01,43.8501,-79.4855,50,FALSE,,FALSE,0.4,"43.8501, -79.4855"
6/24/2025 16:35:00,TRUCK-02,43.9001,-79.561,65,FALSE,,FALSE,0.26,"43.9001, -79.5610"
6/24/2025 16:40:00,TRUCK-01,43.855,-79.488,40,FALSE,,FALSE,0.33,"43.8550, -79.4880"
6/24/2025 16:45:00,TRUCK-02,43.905,-79.5645,30,FALSE,,FALSE,0.47,"43.9050, -79.5645"
6/24/2025 16:50:00,TRUCK-01,43.8601,-79.4905,50,FALSE,,FALSE,0.3,"43.8601, -79.4905"
6/24/2025 16:55:00,TRUCK-02,43.9101,-79.568,55,FALSE,,FALSE,0.28,"43.9101, -79.5680"
6/24/2025 17:00:00,TRUCK-01,43.8652,-79.493,50,FALSE,,FALSE,0.38,"43.8652, -79.4930"
6/24/2025 17:05:00,TRUCK-02,43.915,-79.5715,65,FALSE,,FALSE,0.24,"43.9150, -79.5715"
6/24/2025 17:10:00,TRUCK-01,43.87,-79.4955,30,FALSE,,FALSE,0.31,"43.8700, -79.4955"
6/24/2025 17:15:00,TRUCK-02,43.9201,-79.575,0,TRUE,Unexpected stop in no-zone,TRUE,0.48,"43.9201, -79.5750"
6/24/2025 17:20:00,TRUCK-01,43.8753,-79.498,55,FALSE,,FALSE,0.33,"43.8753, -79.4980"
6/24/2025 17:25:00,TRUCK-02,43.925,-79.5785,60,FALSE,,FALSE,0.26,"43.9250, -79.5785"
6/24/2025 17:30:00,TRUCK-01,43.8801,-79.5005,0,TRUE,High radiation detected,TRUE,0.64,"43.8801, -79.5005"
6/24/2025 17:35:00,TRUCK-02,43.9301,-79.582,65,FALSE,,FALSE,0.27,"43.9301, -79.5820"
6/24/2025 17:40:00,TRUCK-01,43.885,-79.503,40,FALSE,,FALSE,0.34,"43.8850, -79.5030"
6/24/2025 17:45:00,TRUCK-02,43.935,-79.5855,50,FALSE,,FALSE,0.49,"43.9350, -79.5855"
6/24/2025 17:50:00,TRUCK-01,43.8901,-79.5055,50,FALSE,,FALSE,0.31,"43.8901, -79.5055"
6/24/2025 17:55:00,TRUCK-02,43.9401,-79.589,55,FALSE,,FALSE,0.29,"43.9401, -79.5890"
6/24/2025 18:00:00,TRUCK-01,43.8952,-79.508,65,FALSE,,FALSE,0.39,"43.8952, -79.5080"
6/24/2025 18:05:00,TRUCK-02,43.945,-79.5925,65,FALSE,,FALSE,0.25,"43.9450, -79.5925"
6/24/2025 18:10:00,TRUCK-01,43.9001,-79.5105,30,FALSE,,FALSE,0.33,"43.9001, -79.5105"
6/24/2025 18:15:00,TRUCK-02,43.9501,-79.596,0,TRUE,Unexpected stop in no-zone,TRUE,0.5,"43.9501, -79.5960"
6/24/2025 18:20:00,TRUCK-01,43.9053,-79.513,55,FALSE,,FALSE,0.34,"43.9053, -79.5130"
6/24/2025 18:25:00,TRUCK-02,43.955,-79.5995,60,FALSE,,FALSE,0.27,"43.9550, -79.5995"
6/24/2025 18:30:00,TRUCK-01,43.9101,-79.5155,65,FALSE,,FALSE,0.28,"43.9101, -79.5155"
6/24/2025 18:35:00,TRUCK-02,43.9601,-79.603,65,FALSE,,FALSE,0.28,"43.9601, -79.6030"
6/24/2025 18:40:00,TRUCK-01,43.915,-79.518,40,FALSE,,FALSE,0.35,"43.9150, -79.5180"
6/24/2025 18:45:00,TRUCK-02,43.965,-79.6065,65,FALSE,,FALSE,0.51,"43.9650, -79.6065"
6/24/2025 18:50:00,TRUCK-01,43.9201,-79.5205,50,FALSE,,FALSE,0.32,"43.9201, -79.5205"
6/24/2025 18:55:00,TRUCK-02,43.9701,-79.61,55,FALSE,,FALSE,0.3,"43.9701, -79.6100"
6/24/2025 19:00:00,TRUCK-01,43.9252,-79.523,55,FALSE,,FALSE,0.4,"43.9252, -79.5230"
6/24/2025 19:05:00,TRUCK-02,43.975,-79.6135,65,FALSE,,FALSE,0.26,"43.9750, -79.6135"
6/24/2025 19:10:00,TRUCK-01,43.93,-79.5255,30,FALSE,,FALSE,0.33,"43.9300, -79.5255"
6/24/2025 19:15:00,TRUCK-02,43.9801,-79.617,30,FALSE,,FALSE,0.52,"43.9801, -79.6170"
6/24/2025 19:20:00,TRUCK-01,43.9353,-79.528,55,FALSE,,FALSE,0.35,"43.9353, -79.5280"
6/24/2025 19:25:00,TRUCK-02,43.985,-79.6205,60,FALSE,,FALSE,0.28,"43.9850, -79.6205"
6/24/2025 19:30:00,TRUCK-01,43.9401,-79.5305,0,FALSE,,FALSE,0.45,"43.9401, -79.5305"
6/24/2025 19:35:00,TRUCK-02,43.9901,-79.624,65,FALSE,,FALSE,0.29,"43.9901, -79.6240"
6/24/2025 19:40:00,TRUCK-01,43.945,-79.533,40,FALSE,,FALSE,0.36,"43.9450, -79.5330"
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,-,,,,,,,
